name,modality,muscle_groups,strain_rating,description,id,created_date,updated_date,created_by_id,created_by,is_sample
"Dead Hang","","","","Static hang from pull-up bar to build grip strength","688490711efd4632f78d66a0","2025-07-26T08:23:13.711000","2025-07-26T08:23:13.711000","68812e1c2e9d8fc3dd971bc7","segev.elior@gmail.com",""
"Scapula Pull-ups","","","","Small pulling motion engaging only shoulder blades","688490711efd4632f78d66a1","2025-07-26T08:23:13.711000","2025-07-26T08:23:13.711000","68812e1c2e9d8fc3dd971bc7","segev.elior@gmail.com",""
"Assisted Pull-ups","","","","Pull-ups with band or partner assistance to reduce load","688490711efd4632f78d66a2","2025-07-26T08:23:13.711000","2025-07-26T08:23:13.711000","68812e1c2e9d8fc3dd971bc7","segev.elior@gmail.com",""
"Negative Pull-ups","","","","Eccentric-only pull-ups focusing on the lowering phase","688490711efd4632f78d66a3","2025-07-26T08:23:13.711000","2025-07-26T08:23:13.711000","68812e1c2e9d8fc3dd971bc7","segev.elior@gmail.com",""
"Pull-ups","","","","Standard bodyweight pulling exercise","688490711efd4632f78d66a4","2025-07-26T08:23:13.711000","2025-07-26T08:23:13.711000","68812e1c2e9d8fc3dd971bc7","segev.elior@gmail.com",""
"Weighted Pull-ups","","","","Pull-ups with additional weight for increased difficulty","688490711efd4632f78d66a5","2025-07-26T08:23:13.711000","2025-07-26T08:23:13.711000","68812e1c2e9d8fc3dd971bc7","segev.elior@gmail.com",""
"Archer Pull-ups","","","","Unilateral pull-up with one arm extended","688490711efd4632f78d66a6","2025-07-26T08:23:13.711000","2025-07-26T08:23:13.711000","68812e1c2e9d8fc3dd971bc7","segev.elior@gmail.com",""
"One-Arm Pull-ups","","","","Elite single-arm pull-up requiring exceptional strength","688490711efd4632f78d66a7","2025-07-26T08:23:13.711000","2025-07-26T08:23:13.711000","68812e1c2e9d8fc3dd971bc7","segev.elior@gmail.com",""
"Frog Stand","","","","Basic arm balance with knees resting on elbows","688490711efd4632f78d66a8","2025-07-26T08:23:13.711000","2025-07-26T08:23:13.711000","68812e1c2e9d8fc3dd971bc7","segev.elior@gmail.com",""
"Crow Pose","","","","Arm balance with knees balanced on upper arms","688490711efd4632f78d66a9","2025-07-26T08:23:13.711000","2025-07-26T08:23:13.711000","68812e1c2e9d8fc3dd971bc7","segev.elior@gmail.com",""
"Tucked Planche","","","","Planche with knees tucked to chest","688490711efd4632f78d66aa","2025-07-26T08:23:13.711000","2025-07-26T08:23:13.711000","68812e1c2e9d8fc3dd971bc7","segev.elior@gmail.com",""
"Advanced Tucked Planche","","","","Planche with knees tucked closer to chest, more forward lean","688490711efd4632f78d66ab","2025-07-26T08:23:13.711000","2025-07-26T08:23:13.712000","68812e1c2e9d8fc3dd971bc7","segev.elior@gmail.com",""
"Straddle Planche","","","","Planche with legs straddled wide apart","688490711efd4632f78d66ac","2025-07-26T08:23:13.712000","2025-07-26T08:23:13.712000","68812e1c2e9d8fc3dd971bc7","segev.elior@gmail.com",""
"Full Planche","","","","Perfect horizontal hold with legs together - ultimate planche","688490711efd4632f78d66ad","2025-07-26T08:23:13.712000","2025-07-26T08:23:13.712000","68812e1c2e9d8fc3dd971bc7","segev.elior@gmail.com",""
